problemId,tags,rating,name,solved
995:B,greedy+implementation+math,1400.0,Suit and Tie,6725
995:A,constructive algorithms+implementation,2100.0,Tesla,1418
994:B,greedy+implementation+sortings,1400.0,Knights of a Polygonal Table,5179
994:A,implementation,800.0,Fingerprints,12805
993:F,,3200.0,The Moral Dilemma,38
993:E,chinese remainder theorem+fft+math,2300.0,Nikita and Order Statistics,1178
993:D,binary search+dp+greedy,2500.0,Compute Power,559
993:C,bitmasks+brute force+geometry,2100.0,Careful Maneuvering,1407
993:B,bitmasks+brute force,1900.0,Open Communication,1878
993:A,geometry+implementation,1600.0,Two Squares,3654
992:E,binary search+data structures,2500.0,Nastya and King-Shamans,1030
992:D,brute force+implementation+math,2100.0,Nastya and a Game,1528
992:C,math,1600.0,Nastya and a Wardrobe,4365
992:B,math+number theory,1600.0,Nastya Studies Informatics,5773
992:A,implementation+sortings,800.0,Nastya and an Array,12022
991:F,brute force+greedy+implementation+math,2700.0,Concise and clear,254
991:E,brute force+combinatorics+math,1800.0,Bus Number,3033
991:D,dp+greedy,1500.0,Bishwock,6405
991:C,binary search+implementation,1500.0,Candies,8824
991:B,greedy+sortings,900.0,Getting an A,11250
991:A,implementation,1000.0,If at first you don't succeed...,9794
990:G,divide and conquer+dp+dsu+number theory+trees,2400.0,GCD Counting,1393
990:F,dfs and similar+dp+greedy+trees,2400.0,Flow Control,743
990:E,brute force+greedy,2100.0,Post Lamps,1839
990:D,constructive algorithms+graphs+implementation,1700.0,Graph And Its Complement,3539
990:C,implementation,1500.0,Bracket Sequences Concatenation Problem,5418
990:B,greedy+sortings,1200.0,Micro-World,7610
990:A,implementation+math,1000.0,Commentary Boxes,9883
989:E,dp+geometry+matrices+probabilities,2700.0,A Trance of Nightfall,214
989:D,binary search+geometry+math+sortings+two pointers,2500.0,A Shade of Moonlight,482
989:C,constructive algorithms+graphs,1800.0,A Mist of Florescence,3389
989:B,constructive algorithms+strings,1200.0,A Tide of Riverscape,6660
989:A,implementation+strings,900.0,A Blend of Springtime,9422
988:F,dp,2100.0,Rain and Umbrellas,1848
988:E,brute force+greedy,2100.0,Divisibility by 25,3190
988:D,brute force+math,1800.0,Points and Powers of Two,5818
988:C,implementation+sortings,1400.0,Equal Sums,8780
988:B,sortings+strings,1100.0,Substrings Sort,15534
988:A,brute force+implementation,800.0,Diverse Team,20088
987:C,brute force+dp+implementation,1400.0,Three displays,11588
987:B,math,1100.0,High School: Become Human,10603
987:A,implementation,800.0,Infinity Gauntlet,14459
986:F,graphs+math+number theory+shortest paths,3300.0,Oppa Funcan Style Remastered,299
986:E,brute force+data structures+math+number theory+trees,2800.0,Prince's Problem,578
986:D,fft+math,3100.0,Perfect Encoding,286
986:C,bitmasks+dfs and similar+dsu+graphs,2500.0,AND Graph,1897
986:B,combinatorics+math,1800.0,Petr and Permutations,4185
986:A,graphs+greedy+number theory+shortest paths,1600.0,Fair,5820
985:G,combinatorics,2700.0,Team Players,306
985:F,hashing+strings,2300.0,Isomorphic Strings,1457
985:E,binary search+data structures+dp+greedy+two pointers,2100.0,Pencils and Boxes,2767
985:D,binary search+constructive algorithms+math,2100.0,Sand Fortress,2037
985:C,greedy,1500.0,Liebig's Barrels,5313
985:B,implementation,1200.0,Switches and Lamps,6972
985:A,implementation,1100.0,Chess Placing,7822
984:B,implementation,1100.0,Minesweeper,6921
984:A,sortings,800.0,Game,16851
983:E,binary search+data structures+trees,2800.0,NN country,684
983:D,data structures,3300.0,Arkady and Rectangles,242
983:C,dp+graphs+shortest paths,2400.0,Elevator,760
983:B,dp,1800.0,XOR-pyramid,4660
983:A,implementation+math,1700.0,Finite or not?,4297
982:F,dfs and similar+graphs,2700.0,The Meeting Place Cannot Be Changed,153
982:E,geometry+number theory,2600.0,Billiard,579
982:D,brute force+data structures+dsu+trees,1900.0,Shark,2096
982:C,dfs and similar+dp+graphs+greedy+trees,1500.0,Cut 'em all!,9286
982:B,data structures+greedy+implementation,1300.0,Bus of Characters,7582
982:A,brute force+constructive algorithms,1200.0,Row,8424
981:H,combinatorics+data structures+dp+fft+math,3100.0,K Paths,214
981:G,data structures,2500.0,Magic multisets,563
981:F,binary search+graph matchings+greedy,2500.0,Round Marriage,553
981:E,bitmasks+data structures+divide and conquer+dp,2200.0,Addition on Segments,1711
981:D,bitmasks+dp+greedy,1900.0,Bookshelves,2881
981:C,implementation+trees,1400.0,Useful Decomposition,4622
981:B,sortings,1000.0,Businessmen Problems,6258
981:A,brute force+implementation+strings,900.0,Antipalindrome,8343
980:F,dp+graphs+trees,2900.0,Cactus to Tree,146
980:E,data structures+greedy+trees,2200.0,The Number Games,1617
980:D,dp+math+number theory,2100.0,Perfect Groups,2032
980:C,games+greedy,1700.0,Posterized,3586
980:B,constructive algorithms,1600.0,Marlin,4448
980:A,implementation+math,900.0,Links and Pearls,9809
979:E,dp,2400.0,Kuro and Topological Parity,484
979:D,binary search+bitmasks+brute force+data structures+dp+dsu+greedy+math+number theory+strings+trees,2200.0,Kuro and GCD and XOR and SUM,1407
979:C,dfs and similar+trees,1600.0,Kuro and Walking Route,5446
979:B,greedy,1800.0,Treasure Hunt,4151
979:A,math,1000.0,"Pizza, Pizza, Pizza!!!",12202
978:G,greedy+implementation+sortings,1700.0,Petya's Exams,3617
978:F,binary search+data structures+implementation,1500.0,Mentors,6996
978:E,combinatorics+math,1400.0,Bus Video System,8110
978:D,brute force+implementation+math,1500.0,Almost Arithmetic Progression,7221
978:C,binary search+implementation+two pointers,1000.0,Letters,19941
978:B,greedy+strings,800.0,File Name,28647
978:A,implementation,800.0,Remove Duplicates,21126
977:F,dp,1700.0,Consecutive Subsequence,13069
977:E,dfs and similar+dsu+graphs,1500.0,Cyclic Components,15004
977:D,dfs and similar+math+sortings,1400.0,"Divide by three, multiply by two",14871
977:C,sortings,1200.0,Less or Equal,24027
977:B,implementation+strings,900.0,Two-gram,28630
977:A,implementation,800.0,Wrong Subtraction,115559
976:F,flows+graphs,2500.0,Minimal k-covering,478
976:E,greedy+sortings,2100.0,Well played!,2022
976:D,constructive algorithms+graphs+implementation,2500.0,Degree Set,618
976:C,greedy+implementation+sortings,1500.0,Nested Segments,5753
976:B,implementation+math,1300.0,Lara Croft and the New Game,5473
976:A,implementation,800.0,Minimum Binary Number,9830
975:E,geometry,2600.0,Hag's Khashba,282
975:D,geometry+math,2000.0,Ghosts,1785
975:C,binary search,1400.0,Valhalla Siege,8544
975:B,brute force+implementation,1100.0,Mancala,6418
975:A,implementation+strings,900.0,Aramic script,8120
967:B,math+sortings,1000.0,Watering System,5787
967:A,implementation,1100.0,Mind the Gap,4117
965:E,data structures+dp+greedy+strings+trees,2200.0,Short Code,1078
965:D,binary search+flows+greedy+two pointers,1900.0,Single-use Stones,2675
965:C,math,2000.0,Greedy Arkady,1985
965:B,implementation,1300.0,Battleship,4280
965:A,math,800.0,Paper Airplanes,8706
964:B,math,1300.0,Messages,4111
964:A,math,800.0,Splits,8558
963:E,math,3100.0,Circles of Waiting,359
963:D,hashing+string suffix structures+strings,2500.0,Frequency of String,1412
963:C,brute force+math+number theory,2600.0,Cutting Rectangle,500
963:B,constructive algorithms+dfs and similar+dp+greedy+trees,2000.0,Destruction of a Tree,2419
963:A,math+number theory,1800.0,Alternating Sum,2995
962:G,data structures+dsu+geometry+trees,2800.0,Visible Black Areas,98
962:F,dfs and similar+graphs+trees,2400.0,Simple Cycles Edges,948
962:E,constructive algorithms+greedy,2200.0,"Byteland, Berland and Disputed Cities",975
962:D,data structures+implementation,1600.0,Merge Equals,6118
962:C,brute force+implementation+math,1400.0,Make a Square,7187
962:B,constructive algorithms+greedy+implementation,1300.0,Students in Railway Carriage,7103
962:A,implementation,1300.0,Equator,11826
961:G,combinatorics+math+number theory,2700.0,Partitions,1040
961:F,binary search+hashing+string suffix structures,2700.0,k-substrings,499
961:E,data structures,1900.0,Tufurama,3089
961:D,geometry,2000.0,Pair Of Lines,3602
961:C,bitmasks+brute force+implementation,1400.0,Chessboard,4976
961:B,data structures+dp+implementation+two pointers,1200.0,Lecture Sleep,15215
961:A,implementation,900.0,Tetris,9400
960:H,data structures+trees,3100.0,Santa's Gift,175
960:G,combinatorics+dp+fft+math,2900.0,Bandit Blues,857
960:F,data structures+dp+graphs,2100.0,Pathwalks,2297
960:E,combinatorics+dfs and similar+divide and conquer+dp+probabilities+trees,2300.0,Alternating Tree,1461
960:D,brute force+implementation+trees,2100.0,Full Binary Tree Queries,1585
960:C,bitmasks+constructive algorithms+greedy+implementation,1700.0,Subsequence Counting,3605
960:B,data structures+greedy+sortings,1500.0,Minimize the error,6483
960:A,implementation,1200.0,Check the string,7463
959:F,bitmasks+dp+math+matrices,2400.0,Mahmoud and Ehab and yet another xor task,1412
959:E,bitmasks+dp+graphs+implementation+math,1900.0,Mahmoud and Ehab and the xor-MST,3045
959:D,constructive algorithms+greedy+math+number theory,1900.0,Mahmoud and Ehab and another array construction task,2865
959:C,constructive algorithms+trees,1500.0,Mahmoud and Ehab and the wrong algorithm,5338
959:B,dsu+greedy+implementation,1200.0,Mahmoud and Ehab and the message,8125
959:A,games+math,800.0,Mahmoud and Ehab and the even-odd game,34613
958:F3,fft,2600.0,Lightsabers (hard),520
958:F2,binary search+two pointers,1800.0,Lightsabers (medium),1080
958:F1,implementation,1500.0,Lightsabers (easy),1462
958:E3,geometry,2700.0,Guard Duty (hard),161
958:E2,binary search+dp+greedy+sortings,2200.0,Guard Duty (medium),633
958:E1,brute force+geometry+greedy+math,1600.0,Guard Duty (easy),1324
958:D2,,2700.0,Hyperspace Jump (hard),68
958:D1,expression parsing+math,1400.0,Hyperspace Jump (easy),1864
958:C3,data structures+dp,2500.0,Encryption (hard),374
958:C2,dp,2000.0,Encryption (medium),969
958:C1,brute force,1200.0,Encryption (easy),2516
958:B2,data structures+dfs and similar+graphs+greedy+trees,2200.0,Maximum Control (medium),532
958:B1,implementation,1000.0,Maximum Control (easy),2970
958:A3,,3100.0,Death Stars (hard),35
958:A2,hashing+strings,2000.0,Death Stars (medium),806
958:A1,implementation,1400.0,Death Stars (easy),1549
957:A,implementation,1300.0,Tritonic Iridescence,5234
955:F,dp+trees,2600.0,Heaps,241
955:E,,2900.0,Icicles,66
955:D,brute force+strings,2600.0,Scissors,382
955:C,binary search+math+number theory,2100.0,Sad powers,2118
955:B,implementation,1400.0,Not simply beatiful strings,4425
955:A,greedy+math,1100.0,Feed the cat,6156
954:I,fft+math,2200.0,Yet Another String Matching Problem,821
954:H,combinatorics+dp,2500.0,Path Counting,460
954:G,binary search+data structures+greedy+two pointers,2000.0,Castle Defense,1705
954:F,dp+matrices+sortings,2100.0,Runner's Problem,863
954:E,binary search+greedy+sortings,2000.0,Water Taps,1655
954:D,dfs and similar+graphs+shortest paths,1600.0,Fight Against Traffic,5506
954:C,implementation,1700.0,Matrix Walk,3488
954:B,implementation+strings,1400.0,String Typing,6587
954:A,implementation,800.0,Diagonal Walking,9770
952:G,constructive algorithms,2200.0,Puzzling Language,186
952:F,,2400.0,2 + 2 != 4,316
952:E,,2000.0,Cheese Board,576
952:D,probabilities,1800.0,I'm Feeling Lucky!,2202
952:C,implementation,1600.0,Ravioli Sort,2705
952:B,brute force+interactive,1900.0,A Map of the Cat,1794
952:A,math,800.0,Quirky Quantifiers,10305
950:B,greedy+implementation,1100.0,Intercepted Message,7011
950:A,implementation+math,800.0,"Left-handers, Right-handers and Ambidexters",13198
949:F,geometry+probabilities,3300.0,Astronomy,40
949:E,brute force,2700.0,Binary Cards,463
949:D,binary search+brute force+greedy+sortings,2300.0,Curfew,765
949:C,dfs and similar+graphs,1900.0,Data Center Maintenance,1818
949:B,constructive algorithms+math,1700.0,A Leapfrog in the Array,3506
949:A,greedy,1600.0,Zebras,4881
948:A,brute force+dfs and similar+graphs+implementation,900.0,Protect Sheep,11542
946:G,data structures+dp,2500.0,Almost Increasing Array,515
946:F,combinatorics+dp+matrices,2400.0,Fibonacci String Subsequences,458
946:E,greedy+implementation,2200.0,Largest Beautiful Number,966
946:D,dp,1800.0,Timetable,3832
946:C,greedy+strings,1300.0,String Transformation,8152
946:B,math+number theory,1100.0,Weird Subtraction Process,9997
946:A,greedy,800.0,Partition,13860
940:F,brute force+data structures,2600.0,Machine Learning,1762
940:E,data structures+dp+greedy+math,2000.0,Cashback,2844
940:D,binary search+implementation,1600.0,Alena And The Heater,3382
940:C,constructive algorithms+implementation+strings,1500.0,Phone Numbers,5293
940:B,dp+greedy,1400.0,Our Tanya is Crying Out Loud,8088
940:A,brute force+greedy+sortings,1200.0,Points on the line,7511
939:F,data structures+dp,2400.0,Cutlet,656
939:E,binary search+greedy+ternary search+two pointers,1800.0,Maximize!,2753
939:D,dfs and similar+dsu+graphs+greedy+strings,1600.0,Love Rescue,6272
939:C,binary search+two pointers,1600.0,Convenient For Everybody,4332
939:B,implementation,1000.0,Hamster Farm,9558
939:A,graphs,800.0,Love Triangle,20112
938:G,bitmasks+data structures+dsu+graphs,2900.0,Shortest Path Queries,633
938:F,bitmasks+dp+greedy,2700.0,Erasing Substrings,404
938:E,combinatorics+math,2300.0,Max History,1071
938:D,data structures+graphs+shortest paths,2000.0,Buy a Ticket,4155
938:C,binary search+brute force+constructive algorithms,1700.0,Constructing Tests,3066
938:B,brute force+greedy,1100.0,Run For Your Prize,8365
938:A,implementation,800.0,Word Correction,10574
937:B,brute force+math+number theory,1400.0,Vile Grasshoppers,6479
937:A,implementation+sortings,800.0,Olympiad,13430
936:E,data structures+dfs and similar+divide and conquer+dsu+shortest paths+trees,3400.0,Iqea,153
936:D,dp+greedy,3000.0,World of Tank,230
936:C,constructive algorithms+implementation+strings,2300.0,Lock Puzzle,1036
936:B,dfs and similar+dp+games+graphs,2100.0,Sleepy Game,2800
936:A,binary search+implementation+math,1700.0,Save Energy!,4190
935:F,data structures+greedy,2600.0,Fafa and Array,299
935:E,dfs and similar+dp+trees,2300.0,Fafa and Ancient Mathematics,811
935:D,math+probabilities,1900.0,Fafa and Ancient Alphabet,2334
935:C,geometry,1600.0,Fifa and Fafa,4447
935:B,implementation,900.0,Fafa and the Gates,10512
935:A,brute force+implementation,800.0,Fafa and his Company,35229
934:B,constructive algorithms+implementation,1200.0,A Prosperous Lot,7944
934:A,brute force+games,1400.0,A Compatible Pair,6306
933:E,constructive algorithms+dp,3200.0,A Preponderant Reunion,135
933:D,brute force+combinatorics+math,2900.0,A Creative Cutout,225
933:C,geometry+graphs,2700.0,A Colourful Prospect,495
933:B,math,2000.0,A Determined Cleanup,1818
933:A,dp,1800.0,A Twisty Movement,4418
932:G,dp+string suffix structures+strings,2900.0,Palindrome Partition,604
932:F,data structures+dp+geometry,2700.0,Escape Through Leaf,1834
932:E,combinatorics+dp+math,2400.0,Team Work,2162
932:D,binary search+dp+trees,2200.0,Tree,1468
932:C,brute force+constructive algorithms,1600.0,Permutation Cycle,3782
932:B,binary search+data structures+dfs and similar,1300.0,Recursive Queries,7121
932:A,constructive algorithms,800.0,Palindromic Supersequence,9479
931:C,implementation+math,1700.0,Laboratory Work,3160
931:B,constructive algorithms+implementation,1200.0,World Cup,6514
931:A,brute force+greedy+implementation+math,800.0,Friends Meeting,10713
930:E,data structures+dp+math,2900.0,Coins Exhibition,292
930:D,data structures+games+implementation,2500.0,Game with Tokens,361
930:C,data structures+dp,1900.0,Teodor is not a liar!,1850
930:B,implementation+probabilities+strings,1600.0,Game with String,2410
930:A,dfs and similar+graphs+trees,1500.0,Peculiar apple-tree,6032
929:D,,2400.0,Пограничные врата,139
929:C,*special+combinatorics+math,1700.0,Красивая команда,1124
929:B,*special+implementation,1300.0,Места в самолёте,2019
929:A,*special+greedy+implementation,1400.0,Прокат велосипедов,2453
928:D,*special+strings+trees,1900.0,Autocompletion,775
928:C,*special+graphs+implementation,1900.0,Dependency management,866
928:B,*special+dp,1400.0,Chat,2393
928:A,*special+strings,1200.0,Login Verification,3179
927:A,,2900.0,BuberPool Taxi Optimization,1
926:J,data structures,2100.0,Segments,287
926:I,,1700.0,A Vital Problem,606
926:H,,2200.0,Endless Roses Most Beautiful,182
926:G,,1500.0,Large Bouquets,1297
926:F,,2000.0,Mobile Communications,154
926:E,constructive algorithms+data structures,1900.0,Merge Equal Elements,824
926:D,,1600.0,Choose Place,793
926:C,implementation,1700.0,Is This a Zebra?,1660
926:B,,1800.0,Add Points,1452
926:A,implementation+math,1300.0,2-3-numbers,3227
925:F,binary search+flows,3100.0,Parametric Circulation,77
925:E,data structures+trees,2900.0,May Holidays,289
925:D,constructive algorithms,2600.0,Aztec Catacombs,436
925:C,constructive algorithms+math,2200.0,Big Secret,1150
925:B,binary search+implementation+sortings,1700.0,Resource Distribution,2015
925:A,binary search,1600.0,Stairs and Elevators,3122
924:F,dp,3200.0,Minimal Subset Difference,86
924:E,,2700.0,Wardrobe,459
924:D,,2500.0,Contact ATC,778
924:C,data structures+dp+greedy,1700.0,Riverside Curio,3523
924:B,binary search+greedy+two pointers,1600.0,Three-level Laser,4848
924:A,greedy+implementation,1300.0,Mystical Mosaic,4754
923:F,constructive algorithms+graphs+trees,3200.0,Public Service,60
923:E,fft+math+matrices,3100.0,Perpetual Subtraction,370
923:D,constructive algorithms+implementation+strings,2500.0,Picking Strings,1083
923:C,data structures+greedy+strings+trees,1800.0,Perfect Security,3834
923:B,binary search+data structures,1600.0,Producing Snow,6569
923:A,math+number theory,1700.0,Primal Sport,4741
922:F,constructive algorithms+dp+greedy+number theory,2400.0,Divisibility,561
922:E,dp,2200.0,Birds,1649
922:D,greedy+sortings,1800.0,Robot Vacuum Cleaner,3833
922:C,brute force+number theory,1600.0,Cave Painting,6412
922:B,brute force,1300.0,Magic Forest,7758
922:A,implementation,1300.0,Cloning Toys,10038
921:14,,3200.0,Labyrinth-14,0
921:13,,3200.0,Labyrinth-13,0
921:12,,3200.0,Labyrinth-12,0
921:11,,3200.0,Labyrinth-11,0
921:10,,3200.0,Labyrinth-10,0
921:09,,3200.0,Labyrinth-9,0
921:08,,3200.0,Labyrinth-8,0
921:07,,3200.0,Labyrinth-7,0
921:06,,3200.0,Labyrinth-6,0
921:05,,3200.0,Labyrinth-5,0
921:04,,3200.0,Labyrinth-4,0
921:03,,3200.0,Labyrinth-3,0
921:02,,3200.0,Labyrinth-2,0
921:01,,3200.0,Labyrinth-1,0
920:G,binary search+bitmasks+brute force+combinatorics+math+number theory,2200.0,List Of Integers,1471
920:F,brute force+data structures+dsu+number theory,2000.0,SUM and REPLACE,4859
920:E,data structures+dfs and similar+dsu+graphs,2100.0,Connected Components?,4376
920:D,dp+greedy+implementation,2400.0,Tanks,616
920:C,dfs and similar+greedy+math+sortings+two pointers,1400.0,Swap Adjacent Elements,8096
920:B,implementation,1200.0,Tea Queue,6564
920:A,implementation,1000.0,Water The Garden,7197
919:F,games+graphs+shortest paths,2600.0,A Game With Numbers,273
919:E,chinese remainder theorem+math+number theory,2100.0,Congruence Equation,1631
919:D,dfs and similar+dp+graphs,1700.0,Substring,7642
919:C,brute force+implementation,1300.0,Seat Arrangements,8257
919:B,binary search+brute force+dp+implementation+number theory,1100.0,Perfect Number,22455
919:A,brute force+greedy+implementation,800.0,Supermarket,14561
918:B,implementation+strings,900.0,Radio Station,12586
918:A,brute force+implementation,800.0,Eleven,14970
917:E,data structures+string suffix structures+strings+trees,3400.0,Upside Down,85
917:D,dp+math+matrices+trees,2600.0,Stranger Trees,770
917:C,combinatorics+dp+matrices,2900.0,Pollywog,293
917:B,dfs and similar+dp+games+graphs,1700.0,MADMAX,3206
917:A,dp+greedy+implementation+math,1800.0,The Monster,3311
916:E,data structures+trees,2400.0,Jamie and Tree,1085
916:D,data structures+interactive+trees,2200.0,Jamie and To-do List,410
916:C,constructive algorithms+graphs+shortest paths,1600.0,Jamie and Interesting Graph,4543
916:B,bitmasks+greedy+math,2000.0,Jamie and Binary Sequence (changed after round),1592
916:A,brute force+implementation+math,900.0,Jamie and Alarm Snooze,8031
915:G,math+number theory,2300.0,Coprime Arrays,945
915:F,data structures+dsu+graphs+trees,2400.0,Imbalance Value of a Tree,1793
915:E,data structures+implementation+sortings,2300.0,Physical Education Lessons,3016
915:D,dfs and similar+graphs,2200.0,Almost Acyclic Graph,2850
915:C,dp+greedy,1700.0,Permute Digits,6337
915:B,implementation,1300.0,Browser,7329
915:A,implementation,900.0,Garden,12945
914:H,combinatorics+dp+games+trees,3400.0,Ember and Storm's Tree Game,130
914:G,bitmasks+divide and conquer+dp+fft+math,2600.0,Sum the Fibonacci,738
914:F,bitmasks+brute force+data structures+string suffix structures+strings,3000.0,Substrings in a String,935
914:E,bitmasks+data structures+divide and conquer+trees,2400.0,Palindromes in a Tree,1044
914:D,data structures+number theory,1900.0,Bash and a Tough Math Puzzle,4180
914:C,brute force+combinatorics+dp,1800.0,Travelling Salesman and Special Numbers,3261
914:B,games+greedy+implementation,1200.0,Conan and Agasa play a Card Game,7965
914:A,brute force+implementation+math,900.0,Perfect Squares,12282
913:H,math+probabilities,3400.0,Don't Exceed,108
913:G,math+number theory,3200.0,Power Substring,171
913:F,dp+graphs+math+probabilities,2800.0,Strongly Connected Tournament,497
913:E,bitmasks+dp+shortest paths,2400.0,Logical Expression,705
913:D,binary search+brute force+data structures+greedy+sortings,1800.0,Too Easy Problems,4173
913:C,bitmasks+dp+greedy,1600.0,Party Lemonade,7268
913:B,implementation+trees,1200.0,Christmas Spruce,13440
913:A,implementation+math,900.0,Modular Exponentiation,18034
912:E,binary search+dfs and similar+math+meet-in-the-middle+number theory+two pointers,2400.0,Prime Gift,1137
912:D,data structures+graphs+greedy+probabilities+shortest paths,2100.0,Fishes,1720
912:C,brute force+greedy+sortings,2500.0,"Perun, Ult!",480
912:B,bitmasks+constructive algorithms+number theory,1300.0,New Year's Eve,9754
912:A,implementation,800.0,Tricky Alchemy,12264
911:G,data structures,2500.0,Mass Change Queries,1760
911:F,constructive algorithms+dfs and similar+graphs+greedy+trees,2400.0,Tree Destruction,1194
911:E,constructive algorithms+data structures+greedy+implementation,2000.0,Stack Sorting,2229
911:D,brute force+math,1800.0,Inversion Counting,4048
911:C,brute force+constructive algorithms,1400.0,Three Garlands,6640
911:B,binary search+brute force+implementation,1200.0,Two Cakes,9983
911:A,implementation,1100.0,Nearest Minimums,10505
910:C,constructive algorithms+greedy+math,1700.0,Minimum Sum,1532
910:B,greedy+implementation,1600.0,Door Frames,1510
910:A,dfs and similar+dp+greedy+implementation,800.0,The Way to Home,9755
909:F,constructive algorithms,2500.0,AND-permutations,475
909:E,dfs and similar+dp+graphs+greedy,1900.0,Coprocessor,1647
909:D,data structures+greedy+implementation,2100.0,Colorful Points,1565
909:C,dp,1800.0,Python Indentation,4263
909:B,constructive algorithms+math,1300.0,Segments,5868
909:A,brute force+greedy+sortings,1000.0,Generate Login,8476
908:H,,3100.0,New Year and Boolean Bridges,315
908:G,dp+math,2800.0,New Year and Original Order,1020
908:F,graphs+greedy+implementation,2400.0,New Year and Rainbow Roads,1222
908:E,bitmasks+combinatorics+dp+math,2500.0,New Year and Entity Enumeration,691
908:D,dp+math+probabilities,2200.0,New Year and Arbitrary Arrangement,2020
908:C,brute force+geometry+implementation+math,1500.0,New Year and Curling,6303
908:B,brute force+implementation,1200.0,New Year and Buggy Bot,7338
908:A,brute force+implementation,800.0,New Year and Counting Cards,13744
907:B,implementation,1400.0,Tic-Tac-Toe,3858
907:A,brute force+implementation,1300.0,Masha and Bears,5329
906:E,dp+string suffix structures+strings,3300.0,Reverses,283
906:D,chinese remainder theorem+math+number theory,2700.0,Power Tower,1439
906:C,bitmasks+brute force+dp+graphs,2400.0,Party,1065
906:B,brute force+constructive algorithms+math,2200.0,Seating of Students,1064
906:A,implementation+strings,1600.0,Shockers,3935
903:G,data structures+flows+graphs,2700.0,Yet Another Maxflow Problem,403
903:F,bitmasks+dp,2200.0,Clear The Matrix,557
903:E,brute force+hashing+implementation+strings,2200.0,Swapping Characters,1151
903:D,data structures+math,2200.0,Almost Difference,3317
903:C,greedy,1200.0,Boxes Packing,12799
903:B,greedy+implementation,1200.0,The Modcrab,7119
903:A,greedy+implementation,900.0,Hungry Student Problem,13057
902:B,dfs and similar+dsu+greedy,1200.0,Coloring a Tree,9191
902:A,greedy+implementation,1100.0,Visiting a Friend,9212
901:E,fft+math,3300.0,Cyclic Cipher,66
901:D,constructive algorithms+dfs and similar+graphs,2700.0,Weighting a Tree,383
901:C,binary search+data structures+dfs and similar+dsu+graphs+two pointers,2300.0,Bipartite Segments,1047
901:B,constructive algorithms+math,2200.0,GCD of Polynomials,1328
901:A,constructive algorithms+trees,1500.0,Hashing Trees,4832
900:E,data structures+dp+strings,2100.0,Maximum Questions,930
900:D,bitmasks+combinatorics+dp+math+number theory,2000.0,Unusual Sequences,2552
900:C,brute force+data structures+math,1700.0,Remove Extra One,4042
900:B,math+number theory,1300.0,Position in Fraction,7206
900:A,geometry+implementation,800.0,Find Extra One,12300
899:F,data structures+strings,2100.0,Letters Removing,1407
899:E,data structures+dsu+flows+implementation+two pointers,2000.0,Segments Removal,2370
899:D,constructive algorithms+math,1800.0,Shovel Sale,2276
899:C,constructive algorithms+graphs+math,1300.0,Dividing the numbers,7631
899:B,implementation,1200.0,Months and Years,5461
899:A,constructive algorithms+greedy+math,800.0,Splitting in Teams,9298
898:F,brute force+hashing+math,2300.0,Restoring the Expression,979
898:E,constructive algorithms+greedy,1600.0,Squares and not squares,4171
898:D,greedy,1600.0,Alarm Clock,3256
898:C,implementation+strings,1400.0,Phone Numbers,4738
898:B,brute force+implementation+number theory,1100.0,Proper Nutrition,8527
898:A,implementation+math,800.0,Rounding,14023
897:B,brute force,1300.0,Chtholly's request,6628
897:A,implementation,800.0,Scarborough Fair,12438
896:E,data structures+dsu,3100.0,"Welcome home, Chtholly",1336
896:D,chinese remainder theorem+combinatorics+math+number theory,2900.0,Nephren Runs a Cinema,374
896:C,data structures+probabilities,2600.0,"Willem, Chtholly and Seniorious",2233
896:B,binary search+constructive algorithms+games+greedy+interactive,2000.0,Ithea Plays With Chtholly,1868
896:A,binary search+dfs and similar,1700.0,Nephren gives a riddle,3201
895:E,data structures+probabilities,2300.0,Eyes Closed,732
895:D,combinatorics+math+strings,2100.0,String Mark,973
895:C,bitmasks+combinatorics+dp+math,2000.0,Square Subsets,3758
895:B,binary search+math+sortings+two pointers,1700.0,XK Segments,3233
895:A,brute force+implementation,1200.0,Pizza Separation,5927
894:E,dp+graphs,2100.0,Ralph and Mushrooms,1611
894:D,brute force+data structures+trees,2200.0,Ralph And His Tour in Binary Country,1019
894:C,constructive algorithms+math,1900.0,Marco and GCD Sequence,4004
894:B,combinatorics+constructive algorithms+math+number theory,1800.0,Ralph And His Magic Field,4122
894:A,brute force+dp,800.0,QAQ,27453
893:F,data structures+trees,2300.0,Subtree Minimum Query,1293
893:E,combinatorics+dp+math+number theory,2000.0,Counting Arrays,2753
893:D,data structures+dp+greedy+implementation,1900.0,Credit Card,2661
893:C,dfs and similar+graphs+greedy,1300.0,Rumor,17152
893:B,brute force+implementation,1000.0,Beautiful Divisors,9665
893:A,implementation,900.0,Chess For Three,9356
892:B,greedy+implementation+two pointers,1200.0,Wrath,7843
892:A,greedy+implementation,900.0,Greed,11763
891:E,combinatorics+math+matrices,3000.0,Lust,677
891:D,dfs and similar+dp+graph matchings+trees,3100.0,Sloth,145
891:C,data structures+dsu+graphs,2300.0,Envy,1656
891:B,constructive algorithms+greedy,2000.0,Gluttony,2678
891:A,brute force+dp+greedy+math+number theory,1500.0,Pride,8579
889:E,binary search+dp+math,3000.0,Mod Mod Mod,373
888:G,bitmasks+constructive algorithms+data structures,2300.0,Xor-MST,2711
888:F,dp+graphs,2500.0,Connecting Vertices,585
